salary_id,salary_range,currency,compensation_type
sal00650,80000 per annum,CAD$,Hourly
sal00651,80000 per annum,CAD,Hourly
sal00652,50000 - 70000,$CAD,Hourly
sal00653,50000 - 70000,CAD$,Hourly
sal00654,"$90,000 - $120,000",CAD,Hourly
sal00655,"$90,000 - $120,000",USD,Annual
sal00656,"$90,000 - $120,000",CAD$,Hourly
sal00657,Negotiable,CAD$,Hourly
sal00658,"$90,000 - $120,000",CAD,Annual
sal00659,$60k - $80k,USD,Hourly
sal00660,"$90,000 - $120,000",CAD,Hourly
sal00661,"$90,000 - $120,000",CAD$,Hourly
sal00662,"$90,000 - $120,000",USD,Annual
sal00663,$60k - $80k,CAD$,Annual
sal00664,Negotiable,USD,Hourly
sal00665,50000 - 70000,CAD,Hourly
sal00666,$55K to $75K,CAD,Hourly
sal00667,35/hr,$CAD,Annual
sal00668,80000 per annum,$CAD,Annual
sal00669,35/hr,CAD$,Annual
sal00670,Negotiable,CAD$,Annual
sal00671,80000 per annum,$CAD,Annual
sal00672,80000 per annum,USD,Annual
sal00673,50000 - 70000,CAD$,Hourly
sal00674,$60k - $80k,CAD$,Annual
sal00675,$60k - $80k,USD,Hourly
sal00676,80000 per annum,CAD$,Hourly
sal00677,"$90,000 - $120,000",$CAD,Annual
sal00678,$60k - $80k,USD,Annual
sal00679,$60k - $80k,CAD,Hourly
sal00680,$60k - $80k,CAD$,Hourly
sal00681,"$90,000 - $120,000",USD,Annual
sal00682,"$90,000 - $120,000",$CAD,Annual
sal00683,80000 per annum,USD,Annual
sal00684,$60k - $80k,$CAD,Annual
sal00685,$60k - $80k,USD,Annual
sal00686,"$90,000 - $120,000",CAD,Hourly
sal00687,"$90,000 - $120,000",USD,Hourly
sal00688,35/hr,CAD$,Hourly
sal00689,$55K to $75K,USD,Hourly
sal00690,$55K to $75K,USD,Annual
sal00691,Negotiable,CAD,Hourly
sal00692,$60k - $80k,$CAD,Hourly
sal00693,Negotiable,CAD$,Annual
sal00694,50000 - 70000,CAD$,Hourly
sal00695,35/hr,CAD,Hourly
sal00696,35/hr,USD,Hourly
sal00697,80000 per annum,$CAD,Hourly
sal00698,$55K to $75K,CAD$,Annual
sal00699,50000 - 70000,$CAD,Annual
sal00700,"$90,000 - $120,000",CAD,Annual
sal00701,"$90,000 - $120,000",CAD$,Hourly
sal00702,80000 per annum,$CAD,Hourly
sal00703,"$90,000 - $120,000",USD,Hourly
sal00704,"$90,000 - $120,000",$CAD,Annual
sal00705,80000 per annum,CAD,Hourly
sal00706,50000 - 70000,USD,Annual
sal00707,Negotiable,$CAD,Hourly
sal00708,$55K to $75K,CAD,Annual
sal00709,$55K to $75K,USD,Annual
sal00710,$55K to $75K,USD,Hourly
sal00711,$55K to $75K,USD,Hourly
sal00712,80000 per annum,CAD,Hourly
sal00713,35/hr,CAD,Hourly
sal00714,"$90,000 - $120,000",USD,Hourly
sal00715,$55K to $75K,$CAD,Annual
sal00716,50000 - 70000,CAD$,Annual
sal00717,$60k - $80k,CAD,Annual
sal00718,35/hr,$CAD,Annual
sal00719,35/hr,CAD$,Annual
sal00720,"$90,000 - $120,000",$CAD,Annual
sal00721,80000 per annum,USD,Hourly
sal00722,Negotiable,$CAD,Annual
sal00723,35/hr,USD,Hourly
sal00724,35/hr,CAD$,Annual
sal00725,80000 per annum,USD,Annual
sal00726,35/hr,$CAD,Hourly
sal00727,50000 - 70000,USD,Hourly
sal00728,80000 per annum,USD,Annual
sal00729,35/hr,CAD$,Annual
sal00730,35/hr,USD,Hourly
sal00731,$55K to $75K,$CAD,Hourly
sal00732,50000 - 70000,CAD,Annual
sal00733,$55K to $75K,CAD,Hourly
sal00734,$60k - $80k,$CAD,Hourly
sal00735,50000 - 70000,USD,Annual
sal00736,50000 - 70000,USD,Hourly
sal00737,35/hr,CAD$,Annual
sal00738,"$90,000 - $120,000",CAD,Annual
sal00739,80000 per annum,USD,Hourly
sal00740,50000 - 70000,USD,Annual
sal00741,80000 per annum,USD,Annual
sal00742,80000 per annum,$CAD,Hourly
sal00743,Negotiable,$CAD,Hourly
sal00744,Negotiable,USD,Hourly
sal00745,35/hr,USD,Hourly
sal00746,50000 - 70000,CAD$,Annual
sal00747,35/hr,CAD$,Hourly
sal00748,"$90,000 - $120,000",CAD$,Annual
sal00749,35/hr,CAD$,Hourly
sal00750,50000 - 70000,CAD,Annual
sal00751,80000 per annum,$CAD,Annual
sal00752,35/hr,CAD,Annual
sal00753,$55K to $75K,CAD,Hourly
sal00754,"$90,000 - $120,000",$CAD,Hourly
sal00755,Negotiable,CAD$,Hourly
sal00756,80000 per annum,CAD,Hourly
sal00757,$55K to $75K,CAD$,Hourly
sal00758,80000 per annum,CAD,Hourly
sal00759,$55K to $75K,$CAD,Annual
sal00760,80000 per annum,USD,Hourly
sal00761,50000 - 70000,$CAD,Hourly
sal00762,$60k - $80k,CAD$,Annual
sal00763,35/hr,$CAD,Annual
sal00764,50000 - 70000,CAD$,Hourly
sal00765,"$90,000 - $120,000",CAD,Hourly
sal00766,$55K to $75K,CAD$,Annual
sal00767,$60k - $80k,$CAD,Hourly
sal00768,$55K to $75K,CAD$,Annual
sal00769,"$90,000 - $120,000",$CAD,Hourly
sal00770,$55K to $75K,$CAD,Annual
sal00771,"$90,000 - $120,000",$CAD,Annual
sal00772,"$90,000 - $120,000",CAD,Hourly
sal00773,Negotiable,USD,Hourly
sal00774,50000 - 70000,USD,Annual
sal00775,80000 per annum,CAD,Annual
sal00776,"$90,000 - $120,000",USD,Annual
sal00777,35/hr,CAD,Annual
sal00778,35/hr,$CAD,Hourly
sal00779,35/hr,USD,Annual
sal00780,Negotiable,CAD,Hourly
sal00781,80000 per annum,CAD$,Hourly
sal00782,"$90,000 - $120,000",$CAD,Hourly
sal00783,80000 per annum,$CAD,Annual
sal00784,$55K to $75K,CAD,Hourly
sal00785,$60k - $80k,$CAD,Hourly
sal00786,80000 per annum,USD,Annual
sal00787,35/hr,USD,Hourly
sal00788,80000 per annum,$CAD,Annual
sal00789,80000 per annum,$CAD,Hourly
sal00790,Negotiable,USD,Annual
sal00791,$55K to $75K,$CAD,Hourly
sal00792,$55K to $75K,CAD$,Annual
sal00793,35/hr,CAD$,Hourly
sal00794,50000 - 70000,CAD$,Hourly
sal00795,"$90,000 - $120,000",CAD$,Annual
sal00796,35/hr,USD,Annual
sal00797,$60k - $80k,CAD,Hourly
sal00798,80000 per annum,CAD,Hourly
sal00799,80000 per annum,CAD$,Annual
sal00800,35/hr,$CAD,Hourly
sal00801,50000 - 70000,$CAD,Annual
sal00802,$55K to $75K,USD,Hourly
sal00803,80000 per annum,$CAD,Annual
sal00804,50000 - 70000,CAD,Annual
sal00805,"$90,000 - $120,000",CAD,Hourly
sal00806,35/hr,CAD,Hourly
sal00807,Negotiable,$CAD,Hourly
sal00808,80000 per annum,CAD$,Hourly
sal00809,80000 per annum,CAD,Annual
sal00810,50000 - 70000,CAD,Annual
sal00811,"$90,000 - $120,000",CAD,Hourly
sal00812,35/hr,CAD,Annual
sal00813,$60k - $80k,CAD$,Hourly
sal00814,$55K to $75K,$CAD,Hourly
sal00815,Negotiable,CAD,Hourly
sal00816,50000 - 70000,CAD$,Hourly
sal00817,Negotiable,USD,Hourly
sal00818,35/hr,CAD$,Hourly
sal00819,"$90,000 - $120,000",CAD$,Annual
sal00820,35/hr,USD,Hourly
sal00821,35/hr,CAD,Annual
sal00822,$60k - $80k,$CAD,Annual
sal00823,50000 - 70000,CAD,Hourly
sal00824,50000 - 70000,$CAD,Hourly
sal00825,Negotiable,$CAD,Annual
sal00826,"$90,000 - $120,000",USD,Hourly
sal00827,"$90,000 - $120,000",USD,Hourly
sal00828,80000 per annum,$CAD,Hourly
sal00829,$60k - $80k,USD,Hourly
sal00830,35/hr,USD,Annual
sal00831,"$90,000 - $120,000",$CAD,Hourly
sal00832,50000 - 70000,$CAD,Annual
sal00833,"$90,000 - $120,000",USD,Hourly
sal00834,$60k - $80k,USD,Hourly
sal00835,"$90,000 - $120,000",CAD$,Annual
sal00836,"$90,000 - $120,000",CAD$,Hourly
sal00837,35/hr,$CAD,Hourly
sal00838,35/hr,CAD,Annual
sal00839,50000 - 70000,CAD$,Hourly
sal00840,"$90,000 - $120,000",USD,Annual
sal00841,Negotiable,$CAD,Hourly
sal00842,50000 - 70000,CAD,Annual
sal00843,50000 - 70000,CAD$,Annual
sal00844,$55K to $75K,CAD$,Annual
sal00845,80000 per annum,USD,Hourly
sal00846,$60k - $80k,$CAD,Annual
sal00847,Negotiable,$CAD,Hourly
sal00848,50000 - 70000,$CAD,Hourly
sal00849,$60k - $80k,$CAD,Annual
sal00850,50000 - 70000,USD,Annual
sal00851,"$90,000 - $120,000",CAD,Hourly
sal00852,50000 - 70000,$CAD,Hourly
sal00853,$55K to $75K,USD,Annual
sal00854,80000 per annum,USD,Hourly
sal00855,Negotiable,$CAD,Annual
sal00856,"$90,000 - $120,000",CAD,Annual
sal00857,$60k - $80k,CAD$,Hourly
sal00858,80000 per annum,CAD,Hourly
sal00859,35/hr,$CAD,Hourly
sal00860,$60k - $80k,CAD$,Hourly
sal00861,"$90,000 - $120,000",$CAD,Hourly
sal00862,$60k - $80k,$CAD,Annual
sal00863,80000 per annum,CAD,Hourly
sal00864,35/hr,$CAD,Hourly
sal00865,Negotiable,CAD$,Annual
sal00866,35/hr,CAD,Hourly
sal00867,35/hr,CAD,Hourly
sal00868,50000 - 70000,$CAD,Annual
sal00869,$60k - $80k,CAD$,Annual
sal00870,$55K to $75K,CAD$,Hourly
sal00871,$60k - $80k,CAD$,Hourly
sal00872,"$90,000 - $120,000",$CAD,Hourly
sal00873,50000 - 70000,USD,Hourly
sal00874,$60k - $80k,CAD$,Annual
sal00875,"$90,000 - $120,000",USD,Annual
sal00876,$60k - $80k,CAD,Hourly
sal00877,35/hr,CAD$,Annual
sal00878,$55K to $75K,CAD$,Annual
sal00879,"$90,000 - $120,000",USD,Hourly
sal00880,$55K to $75K,CAD$,Hourly
sal00881,$55K to $75K,USD,Annual
sal00882,$55K to $75K,USD,Annual
sal00883,50000 - 70000,CAD,Annual
sal00884,50000 - 70000,$CAD,Hourly
sal00885,"$90,000 - $120,000",CAD,Annual
sal00886,$60k - $80k,CAD,Hourly
sal00887,50000 - 70000,CAD,Annual
sal00888,"$90,000 - $120,000",CAD$,Annual
sal00889,$55K to $75K,CAD,Annual
sal00890,$55K to $75K,USD,Hourly
sal00891,"$90,000 - $120,000",CAD$,Annual
sal00892,50000 - 70000,USD,Hourly
sal00893,$55K to $75K,USD,Hourly
sal00894,$60k - $80k,$CAD,Hourly
sal00895,35/hr,CAD,Annual
sal00896,35/hr,CAD,Hourly
sal00897,35/hr,USD,Annual
sal00898,$55K to $75K,CAD$,Annual
sal00899,Negotiable,CAD$,Hourly
sal00900,50000 - 70000,$CAD,Annual
sal00901,$60k - $80k,CAD$,Hourly
sal00902,Negotiable,CAD$,Hourly
sal00903,"$90,000 - $120,000",USD,Annual
sal00904,$60k - $80k,$CAD,Annual
sal00905,$60k - $80k,CAD$,Annual
sal00906,$60k - $80k,CAD$,Annual
sal00907,Negotiable,CAD,Hourly
sal00908,Negotiable,CAD$,Hourly
sal00909,35/hr,$CAD,Annual
sal00910,$55K to $75K,USD,Annual
sal00911,80000 per annum,CAD$,Hourly
sal00912,$55K to $75K,CAD,Hourly
sal00913,50000 - 70000,CAD,Annual
sal00914,35/hr,$CAD,Annual
sal00915,Negotiable,CAD,Annual
sal00916,$55K to $75K,$CAD,Hourly
sal00917,"$90,000 - $120,000",CAD,Annual
sal00918,50000 - 70000,USD,Annual
sal00919,35/hr,CAD$,Hourly
sal00920,50000 - 70000,CAD,Hourly
sal00921,$55K to $75K,CAD$,Annual
sal00922,Negotiable,USD,Annual
sal00923,35/hr,CAD,Hourly
sal00924,$60k - $80k,CAD$,Hourly
sal00925,$55K to $75K,CAD$,Hourly
sal00926,35/hr,CAD$,Hourly
sal00927,35/hr,USD,Annual
sal00928,50000 - 70000,CAD$,Hourly
sal00929,$55K to $75K,CAD,Hourly
sal00930,$55K to $75K,CAD,Hourly
sal00931,$55K to $75K,USD,Hourly
sal00932,80000 per annum,CAD$,Hourly
sal00933,$60k - $80k,$CAD,Annual
sal00934,50000 - 70000,$CAD,Annual
sal00935,$60k - $80k,USD,Annual
sal00936,35/hr,USD,Annual
sal00937,50000 - 70000,CAD,Hourly
sal00938,$55K to $75K,CAD$,Hourly
sal00939,"$90,000 - $120,000",USD,Hourly
sal00940,Negotiable,$CAD,Annual
sal00941,50000 - 70000,CAD,Annual
sal00942,50000 - 70000,CAD,Annual
sal00943,$60k - $80k,CAD,Annual
sal00944,50000 - 70000,CAD,Hourly
sal00945,80000 per annum,CAD,Hourly
sal00946,35/hr,$CAD,Hourly
sal00947,50000 - 70000,$CAD,Hourly
sal00948,80000 per annum,CAD,Hourly
sal00949,$55K to $75K,USD,Annual
sal00950,$60k - $80k,$CAD,Annual
sal00951,Negotiable,CAD,Hourly
sal00952,Negotiable,CAD$,Annual
sal00953,80000 per annum,CAD$,Hourly
sal00954,$55K to $75K,CAD,Annual
sal00955,80000 per annum,$CAD,Annual
sal00956,35/hr,CAD,Hourly
sal00957,$60k - $80k,CAD,Annual
sal00958,35/hr,CAD$,Annual
sal00959,$60k - $80k,USD,Annual
sal00960,Negotiable,USD,Annual
sal00961,35/hr,USD,Annual
sal00962,$60k - $80k,CAD,Hourly
sal00963,50000 - 70000,$CAD,Annual
sal00964,Negotiable,USD,Annual
sal00965,35/hr,CAD$,Hourly
sal00966,80000 per annum,CAD,Annual
sal00967,$55K to $75K,$CAD,Annual
sal00968,50000 - 70000,USD,Annual
sal00969,"$90,000 - $120,000",$CAD,Annual
sal00970,$55K to $75K,CAD,Hourly
sal00971,$55K to $75K,CAD$,Annual
sal00972,50000 - 70000,CAD,Hourly
sal00973,50000 - 70000,CAD,Hourly
sal00974,80000 per annum,CAD$,Annual
sal00975,$55K to $75K,CAD$,Hourly
sal00976,Negotiable,USD,Hourly
sal00977,$55K to $75K,CAD,Annual
sal00978,$55K to $75K,USD,Annual
sal00979,"$90,000 - $120,000",CAD,Annual
sal00980,$55K to $75K,CAD,Hourly
sal00981,Negotiable,$CAD,Hourly
sal00982,$55K to $75K,USD,Annual
sal00983,$55K to $75K,$CAD,Annual
sal00984,35/hr,$CAD,Annual
sal00985,35/hr,CAD$,Annual
sal00986,35/hr,CAD$,Annual
sal00987,80000 per annum,USD,Annual
sal00988,$55K to $75K,USD,Hourly
sal00989,80000 per annum,CAD,Hourly
sal00990,$60k - $80k,$CAD,Annual
sal00991,"$90,000 - $120,000",CAD$,Annual
sal00992,35/hr,CAD,Hourly
sal00993,"$90,000 - $120,000",CAD$,Annual
sal00994,"$90,000 - $120,000",CAD$,Hourly
sal00995,$55K to $75K,USD,Hourly
sal00996,$60k - $80k,$CAD,Hourly
sal00997,"$90,000 - $120,000",CAD,Annual
sal00998,"$90,000 - $120,000",USD,Hourly
sal00999,$60k - $80k,USD,Annual
sal01000,Negotiable,CAD,Annual
sal01001,$55K to $75K,CAD$,Annual
sal01002,80000 per annum,USD,Annual
sal01003,35/hr,USD,Hourly
sal01004,80000 per annum,CAD,Hourly
sal01005,50000 - 70000,CAD$,Annual
sal01006,$55K to $75K,CAD$,Annual
sal01007,"$90,000 - $120,000",CAD,Annual
sal01008,Negotiable,USD,Hourly
sal01009,80000 per annum,CAD$,Hourly
sal01010,80000 per annum,USD,Annual
sal01011,Negotiable,$CAD,Annual
sal01012,$60k - $80k,CAD$,Hourly
sal01013,80000 per annum,CAD,Annual
sal01014,$60k - $80k,USD,Annual
sal01015,35/hr,USD,Annual
sal01016,Negotiable,CAD$,Annual
sal01017,80000 per annum,CAD$,Hourly
sal01018,80000 per annum,$CAD,Hourly
sal01019,80000 per annum,USD,Annual
sal01020,80000 per annum,$CAD,Hourly
sal01021,35/hr,USD,Hourly
sal01022,80000 per annum,CAD$,Hourly
sal01023,$55K to $75K,USD,Annual
sal01024,50000 - 70000,CAD$,Hourly
sal01025,Negotiable,CAD$,Annual
sal01026,Negotiable,$CAD,Hourly
sal01027,$55K to $75K,USD,Annual
sal01028,35/hr,USD,Hourly
sal01029,"$90,000 - $120,000",$CAD,Hourly
sal01030,$60k - $80k,$CAD,Hourly
sal01031,"$90,000 - $120,000",$CAD,Hourly
sal01032,$60k - $80k,CAD$,Hourly
sal01033,Negotiable,CAD,Hourly
sal01034,$55K to $75K,$CAD,Hourly
sal01035,80000 per annum,CAD$,Annual
sal01036,35/hr,CAD$,Hourly
sal01037,$55K to $75K,CAD$,Annual
sal01038,$55K to $75K,USD,Hourly
sal01039,$60k - $80k,CAD$,Annual
sal01040,$60k - $80k,CAD,Hourly
sal01041,80000 per annum,$CAD,Hourly
sal01042,$55K to $75K,CAD,Annual
sal01043,50000 - 70000,CAD$,Hourly
sal01044,$60k - $80k,USD,Annual
sal01045,Negotiable,USD,Annual
sal01046,35/hr,CAD$,Hourly
sal01047,80000 per annum,CAD,Annual
sal01048,Negotiable,CAD$,Hourly
sal01049,80000 per annum,CAD$,Annual
sal01050,35/hr,CAD,Annual
sal01051,$60k - $80k,CAD,Hourly
sal01052,Negotiable,$CAD,Annual
sal01053,80000 per annum,CAD,Hourly
sal01054,80000 per annum,CAD,Annual
sal01055,35/hr,USD,Annual
sal01056,"$90,000 - $120,000",CAD,Hourly
sal01057,$60k - $80k,CAD,Hourly
sal01058,$60k - $80k,CAD$,Annual
sal01059,$60k - $80k,CAD,Annual
sal01060,$60k - $80k,$CAD,Annual
sal01061,Negotiable,CAD$,Hourly
sal01062,$55K to $75K,$CAD,Hourly
sal01063,$60k - $80k,CAD,Hourly
sal01064,80000 per annum,$CAD,Annual
sal01065,50000 - 70000,USD,Annual
sal01066,80000 per annum,CAD,Annual
sal01067,"$90,000 - $120,000",$CAD,Hourly
sal01068,$60k - $80k,CAD,Hourly
sal01069,$55K to $75K,USD,Annual
sal01070,35/hr,USD,Hourly
sal01071,50000 - 70000,CAD,Hourly
sal01072,$60k - $80k,CAD$,Hourly
sal01073,$60k - $80k,USD,Annual
sal01074,80000 per annum,CAD,Annual
sal01075,$60k - $80k,CAD$,Hourly
sal01076,"$90,000 - $120,000",CAD,Hourly
sal01077,50000 - 70000,USD,Annual
sal01078,$55K to $75K,USD,Hourly
sal01079,80000 per annum,USD,Annual
sal01080,35/hr,USD,Annual
sal01081,$55K to $75K,CAD,Annual
sal01082,50000 - 70000,CAD$,Annual
sal01083,Negotiable,CAD$,Annual
sal01084,50000 - 70000,$CAD,Hourly
sal01085,80000 per annum,CAD$,Hourly
sal01086,35/hr,CAD$,Hourly
sal01087,50000 - 70000,$CAD,Hourly
sal01088,$55K to $75K,CAD$,Annual
sal01089,80000 per annum,$CAD,Hourly
sal01090,50000 - 70000,CAD$,Hourly
sal01091,$55K to $75K,$CAD,Annual
sal01092,"$90,000 - $120,000",$CAD,Annual
sal01093,Negotiable,CAD,Annual
sal01094,50000 - 70000,CAD$,Hourly
sal01095,$55K to $75K,CAD,Annual
sal01096,50000 - 70000,CAD,Hourly
sal01097,Negotiable,CAD,Hourly
sal01098,80000 per annum,$CAD,Annual
sal01099,$55K to $75K,CAD$,Hourly
sal01100,Negotiable,CAD,Hourly
sal01101,$55K to $75K,CAD,Hourly
sal01102,"$90,000 - $120,000",$CAD,Hourly
sal01103,50000 - 70000,USD,Annual
sal01104,80000 per annum,USD,Hourly
sal01105,35/hr,USD,Hourly
sal01106,Negotiable,CAD,Annual
sal01107,$60k - $80k,CAD,Annual
sal01108,50000 - 70000,$CAD,Hourly
sal01109,Negotiable,CAD,Annual
sal01110,50000 - 70000,USD,Annual
sal01111,$60k - $80k,USD,Hourly
sal01112,35/hr,CAD$,Annual
sal01113,$60k - $80k,CAD,Hourly
sal01114,50000 - 70000,USD,Hourly
sal01115,Negotiable,CAD,Annual
sal01116,35/hr,CAD$,Annual
sal01117,"$90,000 - $120,000",CAD$,Annual
sal01118,"$90,000 - $120,000",CAD,Annual
sal01119,35/hr,USD,Annual
sal01120,"$90,000 - $120,000",$CAD,Annual
sal01121,"$90,000 - $120,000",$CAD,Hourly
sal01122,$60k - $80k,CAD,Hourly
sal01123,35/hr,CAD$,Annual
sal01124,$60k - $80k,CAD$,Hourly
sal01125,35/hr,$CAD,Annual
sal01126,35/hr,CAD,Hourly
sal01127,80000 per annum,CAD,Annual
sal01128,Negotiable,USD,Hourly
sal01129,50000 - 70000,$CAD,Hourly
sal01130,50000 - 70000,CAD$,Hourly
sal01131,Negotiable,CAD$,Hourly
sal01132,"$90,000 - $120,000",USD,Annual
sal01133,"$90,000 - $120,000",CAD$,Hourly
sal01134,35/hr,USD,Hourly
sal01135,35/hr,USD,Annual
sal01136,50000 - 70000,USD,Annual
sal01137,"$90,000 - $120,000",CAD$,Annual
sal01138,80000 per annum,USD,Hourly
sal01139,$55K to $75K,$CAD,Hourly
sal01140,Negotiable,CAD,Hourly
sal01141,$60k - $80k,$CAD,Annual
sal01142,Negotiable,USD,Annual
sal01143,80000 per annum,CAD,Annual
sal01144,50000 - 70000,CAD,Hourly
sal01145,$60k - $80k,CAD,Hourly
sal01146,35/hr,CAD$,Annual
sal01147,$55K to $75K,USD,Annual
sal01148,$55K to $75K,USD,Hourly
sal01149,Negotiable,CAD,Hourly
sal01150,80000 per annum,USD,Annual
sal01151,80000 per annum,CAD,Annual
sal01152,$60k - $80k,CAD,Annual
sal01153,$55K to $75K,CAD$,Hourly
sal01154,$60k - $80k,CAD,Annual
sal01155,"$90,000 - $120,000",CAD,Hourly
sal01156,35/hr,USD,Hourly
sal01157,Negotiable,CAD$,Annual
sal01158,$55K to $75K,CAD,Hourly
sal01159,$60k - $80k,USD,Annual
sal01160,$60k - $80k,$CAD,Hourly
sal01161,50000 - 70000,USD,Annual
sal01162,$55K to $75K,CAD$,Hourly
sal01163,$55K to $75K,CAD$,Annual
sal01164,Negotiable,CAD,Annual
sal01165,Negotiable,CAD,Hourly
sal01166,Negotiable,USD,Hourly
sal01167,"$90,000 - $120,000",CAD$,Annual
sal01168,Negotiable,USD,Hourly
sal01169,$55K to $75K,CAD,Hourly
sal01170,"$90,000 - $120,000",USD,Hourly
sal01171,50000 - 70000,CAD,Annual
sal01172,50000 - 70000,$CAD,Annual
sal01173,$55K to $75K,CAD$,Hourly
sal01174,35/hr,CAD$,Hourly
sal01175,Negotiable,CAD$,Annual
sal01176,$55K to $75K,$CAD,Hourly
sal01177,$60k - $80k,$CAD,Hourly
sal01178,"$90,000 - $120,000",$CAD,Hourly
sal01179,35/hr,$CAD,Annual
sal01180,$55K to $75K,CAD$,Annual
sal01181,35/hr,USD,Annual
sal01182,$55K to $75K,CAD,Annual
sal01183,$55K to $75K,USD,Hourly
sal01184,Negotiable,CAD$,Hourly
sal01185,80000 per annum,$CAD,Annual
sal01186,$60k - $80k,CAD$,Hourly
sal01187,50000 - 70000,USD,Annual
sal01188,"$90,000 - $120,000",$CAD,Hourly
sal01189,$60k - $80k,USD,Annual
sal01190,"$90,000 - $120,000",USD,Hourly
sal01191,50000 - 70000,CAD,Hourly
sal01192,Negotiable,CAD$,Annual
sal01193,35/hr,CAD$,Hourly
sal01194,$60k - $80k,CAD$,Hourly
sal01195,50000 - 70000,CAD,Annual
sal01196,Negotiable,USD,Hourly
sal01197,80000 per annum,USD,Annual
sal01198,$60k - $80k,USD,Annual
sal01199,"$90,000 - $120,000",CAD$,Annual
sal01200,"$90,000 - $120,000",CAD,Annual
sal01201,35/hr,USD,Hourly
sal01202,50000 - 70000,CAD,Hourly
sal01203,"$90,000 - $120,000",CAD,Annual
sal01204,$60k - $80k,CAD$,Hourly
sal01205,"$90,000 - $120,000",$CAD,Annual
sal01206,"$90,000 - $120,000",$CAD,Hourly
sal01207,"$90,000 - $120,000",$CAD,Annual
sal01208,Negotiable,CAD$,Annual
sal01209,50000 - 70000,USD,Annual
sal01210,35/hr,$CAD,Annual
sal01211,80000 per annum,CAD,Hourly
sal01212,35/hr,CAD$,Hourly
sal01213,$60k - $80k,$CAD,Hourly
sal01214,35/hr,CAD$,Hourly
sal01215,$55K to $75K,$CAD,Hourly
sal01216,"$90,000 - $120,000",USD,Hourly
sal01217,80000 per annum,CAD$,Hourly
sal01218,80000 per annum,USD,Annual
sal01219,$55K to $75K,USD,Hourly
sal01220,Negotiable,USD,Annual
sal01221,$60k - $80k,USD,Annual
sal01222,"$90,000 - $120,000",USD,Annual
sal01223,80000 per annum,$CAD,Annual
sal01224,50000 - 70000,CAD,Annual
sal01225,$55K to $75K,USD,Hourly
sal01226,$55K to $75K,CAD,Hourly
sal01227,"$90,000 - $120,000",USD,Annual
sal01228,Negotiable,CAD$,Annual
sal01229,Negotiable,CAD,Annual
sal01230,80000 per annum,CAD$,Hourly
sal01231,$55K to $75K,$CAD,Hourly
sal01232,Negotiable,USD,Hourly
sal01233,$60k - $80k,CAD$,Hourly
sal01234,35/hr,USD,Annual
sal01235,Negotiable,CAD,Hourly
sal01236,Negotiable,CAD$,Hourly
sal01237,35/hr,CAD,Annual
sal01238,$60k - $80k,$CAD,Annual
sal01239,$60k - $80k,$CAD,Annual
sal01240,$60k - $80k,USD,Hourly
sal01241,$60k - $80k,USD,Annual
sal01242,35/hr,$CAD,Annual
sal01243,Negotiable,CAD$,Annual
sal01244,50000 - 70000,USD,Annual
sal01245,Negotiable,$CAD,Annual
sal01246,$60k - $80k,$CAD,Annual
sal01247,50000 - 70000,CAD$,Annual
sal01248,35/hr,CAD,Hourly
sal01249,$55K to $75K,CAD,Hourly
sal01250,Negotiable,$CAD,Annual
sal01251,$55K to $75K,CAD,Hourly
sal01252,$60k - $80k,CAD,Annual
sal01253,80000 per annum,CAD$,Hourly
sal01254,$55K to $75K,CAD,Hourly
sal01255,$60k - $80k,CAD,Hourly
sal01256,Negotiable,$CAD,Annual
sal01257,80000 per annum,USD,Annual
sal01258,Negotiable,USD,Hourly
sal01259,$55K to $75K,CAD,Annual
sal01260,$60k - $80k,CAD$,Hourly
sal01261,$55K to $75K,CAD,Hourly
sal01262,80000 per annum,CAD,Annual
sal01263,80000 per annum,CAD$,Hourly
sal01264,50000 - 70000,CAD,Hourly
sal01265,$55K to $75K,$CAD,Hourly
sal01266,50000 - 70000,CAD,Annual
sal01267,$60k - $80k,CAD$,Hourly
sal01268,$60k - $80k,CAD,Annual
sal01269,$55K to $75K,CAD$,Hourly
sal01270,"$90,000 - $120,000",CAD$,Hourly
sal01271,$55K to $75K,USD,Hourly
sal01272,$60k - $80k,CAD$,Annual
sal01273,Negotiable,CAD,Annual
sal01274,$55K to $75K,$CAD,Hourly
sal01275,$60k - $80k,CAD$,Hourly
sal01276,$55K to $75K,USD,Hourly
sal01277,$60k - $80k,USD,Annual
sal01278,Negotiable,CAD,Annual
sal01279,35/hr,USD,Annual
sal01280,Negotiable,CAD$,Annual
sal01281,35/hr,CAD,Annual
sal01282,Negotiable,$CAD,Hourly
sal01283,"$90,000 - $120,000",CAD$,Annual
sal01284,$55K to $75K,CAD,Hourly
sal01285,80000 per annum,USD,Hourly
sal01286,"$90,000 - $120,000",USD,Hourly
sal01287,35/hr,USD,Hourly
sal01288,35/hr,CAD,Annual
sal01289,50000 - 70000,USD,Annual
sal01290,80000 per annum,$CAD,Annual
sal01291,35/hr,CAD,Annual
sal01292,"$90,000 - $120,000",USD,Hourly
sal01293,$55K to $75K,$CAD,Annual
sal01294,35/hr,CAD$,Annual
sal01295,50000 - 70000,USD,Hourly
sal01296,$55K to $75K,CAD,Annual
