requirements_id,experience_years,education_level,skills_required
req00465,3-5 yrs,MSc,"SQL, Communication"
req00466,2+,Bachelor's,"Communication, Tableau"
req00467,2+,PhD,"Communication, SQL, Hadoop"
req00468,None,MSc,"R, Hadoop, SQL, Scala"
req00469,1 year,None,"Python, PowerBI, SQL"
req00470,2+,MSc,"Tableau, Spark"
req00471,2+,PhD,"R, Hadoop, SQL"
req00472,at least 2,PhD,"Python, SQL, Spark"
req00473,3-5 yrs,MSc,"Hadoop, Scala, Spark, Tableau, PowerBI"
req00474,3-5 yrs,Bachelor's,"R, Scala, Excel, Spark, Python"
req00475,at least 2,MSc,"Scala, SQL"
req00476,3-5 yrs,None,"Leadership, SQL, Spark, Hadoop, R"
req00477,3-5 yrs,BS,"R, Tableau, Leadership, Scala, PowerBI"
req00478,1 year,PhD,"Scala, Spark"
req00479,3-5 yrs,Bachelor's,"Tableau, Hadoop"
req00480,None,None,"PowerBI, Hadoop, Python, SQL"
req00481,2+,PhD,"Leadership, Scala, SQL, PowerBI"
req00482,1 year,B.Sc.,"Communication, Tableau, Excel, PowerBI"
req00483,1 year,None,"Spark, PowerBI, Tableau, Leadership, Hadoop"
req00484,1 year,B.Sc.,"PowerBI, R"
req00485,3-5 yrs,None,"SQL, Spark, Scala, Hadoop"
req00486,None,B.Sc.,"Communication, SQL"
req00487,1 year,BS,"Leadership, Tableau, Communication, R"
req00488,2+,Bachelor's,"R, SQL, Communication, Python"
req00489,None,MSc,"Python, R, Tableau, Hadoop, Excel"
req00490,2+,None,"Communication, Scala"
req00491,3-5 yrs,PhD,"Hadoop, Leadership, PowerBI, Spark, R"
req00492,1 year,Bachelor's,"Communication, Scala, Python, R"
req00493,2+,MSc,"Hadoop, SQL, Spark, Communication"
req00494,1 year,BS,"Spark, Scala, SQL, PowerBI, Tableau"
req00495,None,BS,"SQL, Python, Spark, Leadership"
req00496,2+,None,"R, Excel, Communication"
req00497,2+,PhD,"SQL, Spark, Communication, Python"
req00498,None,PhD,"R, SQL, Communication"
req00499,2+,MSc,"Tableau, SQL"
req00500,3-5 yrs,MSc,"SQL, Communication"
req00501,2+,B.Sc.,"SQL, Scala, R"
req00502,at least 2,B.Sc.,"Python, Leadership"
req00503,3-5 yrs,PhD,"Communication, PowerBI"
req00504,3-5 yrs,None,"PowerBI, Tableau, Scala, Spark"
req00505,3-5 yrs,BS,"Tableau, Hadoop, Spark, Leadership, PowerBI"
req00506,at least 2,BS,"Tableau, Communication, Excel, SQL, Leadership"
req00507,at least 2,Bachelor's,"Excel, PowerBI, Leadership, R, Hadoop"
req00508,2+,None,"Python, PowerBI"
req00509,1 year,BS,"Tableau, Leadership, Scala, Hadoop, Excel"
req00510,None,MSc,"Tableau, Hadoop, PowerBI, SQL, Communication"
req00511,1 year,MSc,"PowerBI, R, Communication, Python"
req00512,at least 2,BS,"Leadership, PowerBI, Hadoop, Excel, Tableau"
req00513,at least 2,Bachelor's,"Scala, Spark, R, Python"
req00514,None,None,"R, Hadoop, PowerBI, Scala, Spark"
req00515,3-5 yrs,B.Sc.,"Tableau, Spark, PowerBI, Excel, Communication"
req00516,None,B.Sc.,"Communication, SQL, Hadoop, Spark, Python"
req00517,1 year,B.Sc.,"R, Spark, SQL"
req00518,3-5 yrs,BS,"Communication, Python"
req00519,None,MSc,"SQL, Leadership, Hadoop"
req00520,3-5 yrs,Bachelor's,"Leadership, Python, Communication, Scala, Excel"
req00521,1 year,B.Sc.,"Tableau, Leadership, Hadoop, Scala, Python"
req00522,at least 2,MSc,"Excel, Spark, Python"
req00523,at least 2,PhD,"Python, Tableau, Excel, R"
req00524,3-5 yrs,BS,"Spark, Excel"
req00525,3-5 yrs,B.Sc.,"Leadership, Scala, Python, R, Excel"
req00526,at least 2,None,"PowerBI, Leadership"
req00527,3-5 yrs,PhD,"Communication, PowerBI"
req00528,1 year,B.Sc.,"PowerBI, Excel, Tableau, R"
req00529,3-5 yrs,None,"Tableau, Python, Hadoop, Excel, PowerBI"
req00530,at least 2,None,"SQL, Excel, Spark, Scala"
req00531,1 year,PhD,"Hadoop, Communication, Leadership, Spark"
req00532,at least 2,MSc,"Tableau, Communication, SQL, Spark"
req00533,None,PhD,"Hadoop, Excel, Spark"
req00534,2+,B.Sc.,"Scala, Excel"
req00535,2+,PhD,"Tableau, SQL, R"
req00536,1 year,None,"PowerBI, Spark, Excel"
req00537,1 year,PhD,"Spark, Tableau, Excel, PowerBI, SQL"
req00538,2+,Bachelor's,"Communication, Spark, R"
req00539,None,None,"Excel, Spark, Hadoop, R"
req00540,None,Bachelor's,"Communication, PowerBI, Hadoop, SQL, Python"
req00541,2+,None,"R, Hadoop"
req00542,3-5 yrs,BS,"Hadoop, Scala, Spark, R"
req00543,None,B.Sc.,"Communication, Scala, Leadership, R"
req00544,2+,Bachelor's,"Leadership, Communication, Spark, PowerBI, Tableau"
req00545,None,Bachelor's,"PowerBI, Tableau, Hadoop, Communication"
req00546,3-5 yrs,PhD,"SQL, Hadoop, Leadership, Tableau, Communication"
req00547,3-5 yrs,BS,"Hadoop, Scala"
req00548,3-5 yrs,B.Sc.,"PowerBI, Leadership"
req00549,3-5 yrs,MSc,"Communication, Tableau, SQL, Spark"
req00550,1 year,B.Sc.,"Python, Excel, SQL, Leadership, PowerBI"
req00551,at least 2,BS,"Scala, Leadership, Spark, Python"
req00552,3-5 yrs,BS,"Spark, Hadoop, Leadership, PowerBI, Communication"
req00553,2+,PhD,"Tableau, Hadoop"
req00554,None,MSc,"Hadoop, Spark, SQL, PowerBI, Tableau"
req00555,None,None,"PowerBI, R, Communication, Leadership, Hadoop"
req00556,2+,BS,"SQL, PowerBI"
req00557,None,BS,"SQL, Tableau, Communication, Hadoop, Scala"
req00558,1 year,PhD,"SQL, Excel"
req00559,2+,B.Sc.,"SQL, Python, Spark, Hadoop"
req00560,at least 2,BS,"Communication, R, PowerBI"
req00561,None,Bachelor's,"Tableau, PowerBI"
req00562,3-5 yrs,PhD,"R, PowerBI, Excel"
req00563,3-5 yrs,None,"Python, Communication, Leadership, SQL, Scala"
req00564,1 year,B.Sc.,"Tableau, SQL"
req00565,1 year,PhD,"Leadership, Hadoop, PowerBI, Python, Tableau"
req00566,1 year,PhD,"Scala, R"
req00567,1 year,MSc,"Leadership, Communication, Hadoop, Tableau"
req00568,1 year,None,"Python, Communication, Leadership, Hadoop"
req00569,3-5 yrs,Bachelor's,"SQL, Scala, Tableau"
req00570,at least 2,BS,"R, Scala, SQL, Python, PowerBI"
req00571,None,Bachelor's,"Hadoop, R"
req00572,None,PhD,"Leadership, Scala"
req00573,at least 2,Bachelor's,"Excel, Hadoop, R, Leadership"
req00574,at least 2,Bachelor's,"Leadership, Excel"
req00575,None,B.Sc.,"Excel, SQL"
req00576,1 year,PhD,"Scala, Tableau, R, Communication"
req00577,2+,B.Sc.,"Hadoop, Excel, Python"
req00578,at least 2,BS,"Communication, Python, Scala"
req00579,3-5 yrs,None,"Tableau, Python"
req00580,None,None,"SQL, Python, Leadership, Scala, Spark"
req00581,at least 2,B.Sc.,"Scala, Communication, SQL, Leadership"
req00582,3-5 yrs,BS,"Python, Hadoop, Excel, R, Leadership"
req00583,3-5 yrs,B.Sc.,"Python, Tableau, R, Scala"
req00584,2+,MSc,"PowerBI, Python, Leadership, Spark"
req00585,2+,None,"Communication, Hadoop"
req00586,1 year,BS,"Excel, Scala, Communication"
req00587,at least 2,MSc,"SQL, Scala, Communication"
req00588,None,MSc,"Leadership, R"
req00589,at least 2,B.Sc.,"Excel, SQL, Hadoop, PowerBI, Spark"
req00590,None,PhD,"SQL, Communication, Tableau, Spark, Excel"
req00591,None,PhD,"SQL, Hadoop, Spark, Leadership"
req00592,2+,BS,"Python, PowerBI, Hadoop"
req00593,None,None,"PowerBI, Tableau, Communication"
req00594,at least 2,None,"Leadership, Communication, Hadoop"
req00595,None,BS,"Leadership, Hadoop, Python, Spark, R"
req00596,at least 2,BS,"SQL, Scala, Communication, PowerBI, Leadership"
req00597,None,None,"Python, R, Excel, Tableau, Leadership"
req00598,at least 2,MSc,"Scala, Hadoop, Tableau"
req00599,None,MSc,"Scala, R"
req00600,2+,Bachelor's,"PowerBI, SQL, Tableau, Spark, Hadoop"
req00601,3-5 yrs,MSc,"PowerBI, SQL, R, Excel"
req00602,None,None,"Python, Scala, Leadership, Hadoop"
req00603,3-5 yrs,BS,"Python, Communication, Hadoop, PowerBI, Excel"
req00604,None,None,"R, Hadoop"
req00605,at least 2,MSc,"SQL, Excel"
req00606,2+,Bachelor's,"Scala, Python, SQL, R, Spark"
req00607,3-5 yrs,BS,"Leadership, Excel"
req00608,at least 2,PhD,"R, SQL, Leadership, Communication, Excel"
req00609,2+,MSc,"Excel, PowerBI, Spark"
req00610,2+,MSc,"Scala, SQL, R"
req00611,2+,Bachelor's,"R, PowerBI, Excel, Hadoop"
req00612,1 year,BS,"Leadership, Spark"
req00613,3-5 yrs,Bachelor's,"Hadoop, SQL"
req00614,2+,PhD,"R, Spark, PowerBI"
req00615,at least 2,Bachelor's,"Excel, Spark"
req00616,1 year,B.Sc.,"Communication, PowerBI, Excel, SQL, Leadership"
req00617,3-5 yrs,B.Sc.,"Python, Hadoop, Scala, PowerBI, Spark"
req00618,at least 2,BS,"PowerBI, SQL, Scala, Spark, Hadoop"
req00619,None,PhD,"R, Tableau, Communication"
req00620,3-5 yrs,MSc,"SQL, Spark, Leadership, R"
req00621,None,MSc,"Excel, Scala, PowerBI"
req00622,1 year,PhD,"Excel, SQL, Communication, Scala"
req00623,3-5 yrs,MSc,"Leadership, Communication, Python, SQL, Excel"
req00624,at least 2,Bachelor's,"Leadership, Scala, Python"
req00625,3-5 yrs,None,"Excel, Tableau, PowerBI, Spark, Scala"
req00626,None,PhD,"Hadoop, Scala, SQL"
req00627,1 year,B.Sc.,"Scala, PowerBI, Excel"
req00628,1 year,PhD,"Excel, SQL, Spark, R, Hadoop"
req00629,1 year,BS,"Hadoop, Python, Excel, SQL, R"
req00630,1 year,B.Sc.,"Spark, R, PowerBI, Tableau, Leadership"
req00631,3-5 yrs,PhD,"Spark, Leadership, Scala"
req00632,3-5 yrs,None,"PowerBI, SQL, Python"
req00633,3-5 yrs,None,"SQL, Hadoop, Tableau, Leadership"
req00634,at least 2,BS,"SQL, Scala"
req00635,3-5 yrs,None,"SQL, PowerBI, Hadoop, Spark"
req00636,1 year,Bachelor's,"Leadership, Scala"
req00637,2+,B.Sc.,"Scala, SQL, R, Hadoop"
req00638,3-5 yrs,PhD,"R, Leadership, PowerBI, Spark"
req00639,3-5 yrs,BS,"Tableau, Communication, R"
req00640,at least 2,None,"PowerBI, Scala"
req00641,2+,PhD,"PowerBI, Python"
req00642,at least 2,B.Sc.,"Python, Excel, Spark, SQL"
req00643,None,MSc,"Python, Excel, R, Hadoop"
req00644,None,PhD,"Spark, R, Tableau, Excel"
req00645,3-5 yrs,BS,"Tableau, R, Hadoop, Python"
req00646,None,MSc,"R, Python, Excel, SQL"
req00647,1 year,BS,"Hadoop, SQL"
req00648,1 year,Bachelor's,"R, SQL, Python, PowerBI"
req00649,2+,PhD,"Hadoop, Communication, Python, Leadership"
req00650,1 year,MSc,"Scala, Communication"
req00651,2+,PhD,"Communication, PowerBI, Python, Hadoop"
req00652,2+,B.Sc.,"Spark, Scala, Excel, Python"
req00653,None,Bachelor's,"Scala, Tableau, Hadoop, Leadership"
req00654,at least 2,MSc,"PowerBI, Excel"
req00655,1 year,PhD,"Python, Leadership, Spark, Scala"
req00656,at least 2,Bachelor's,"SQL, PowerBI, Communication, Spark, Excel"
req00657,None,Bachelor's,"Hadoop, Spark, Leadership, R, Scala"
req00658,None,PhD,"Communication, R, Hadoop, Leadership"
req00659,at least 2,B.Sc.,"Python, Leadership, Communication, Tableau"
req00660,1 year,MSc,"PowerBI, Hadoop, Leadership, Excel"
req00661,at least 2,PhD,"Leadership, Spark"
req00662,None,None,"Leadership, Excel, Tableau, PowerBI"
req00663,2+,PhD,"R, Python, PowerBI"
req00664,2+,PhD,"Excel, SQL, Scala, Python, R"
req00665,2+,Bachelor's,"PowerBI, R"
req00666,3-5 yrs,MSc,"Communication, R, Leadership, Tableau, Scala"
req00667,1 year,None,"Scala, Hadoop, Tableau, Communication"
req00668,None,Bachelor's,"Leadership, Scala"
req00669,1 year,BS,"Python, Excel"
req00670,3-5 yrs,None,"PowerBI, Hadoop, SQL, R, Python"
req00671,3-5 yrs,PhD,"R, PowerBI, Leadership, Scala"
req00672,at least 2,None,"Hadoop, Excel, Scala, PowerBI, Spark"
req00673,2+,MSc,"PowerBI, Communication, Leadership, R"
req00674,2+,Bachelor's,"SQL, R, Leadership, Python"
req00675,2+,PhD,"Spark, Python, Scala"
req00676,2+,BS,"PowerBI, R"
req00677,2+,PhD,"Hadoop, R, Excel, SQL"
req00678,2+,MSc,"Communication, Hadoop, R, SQL"
req00679,2+,PhD,"Spark, PowerBI"
req00680,at least 2,Bachelor's,"Python, R, Tableau, Excel, Spark"
req00681,1 year,BS,"R, Hadoop"
req00682,1 year,Bachelor's,"Spark, Communication"
req00683,at least 2,None,"SQL, Excel, Communication, Scala"
req00684,3-5 yrs,PhD,"Scala, Excel, Python, R, SQL"
req00685,3-5 yrs,B.Sc.,"PowerBI, R"
req00686,2+,B.Sc.,"Leadership, R, Tableau"
req00687,at least 2,PhD,"SQL, R, Hadoop"
req00688,None,None,"Tableau, Scala, R, Python"
req00689,None,Bachelor's,"SQL, Communication"
req00690,None,PhD,"Communication, Excel, Scala, Python, Hadoop"
req00691,2+,Bachelor's,"Tableau, Python, Leadership, Scala"
req00692,2+,Bachelor's,"Hadoop, Scala, Tableau, R, Communication"
req00693,1 year,PhD,"Leadership, Spark, SQL, PowerBI"
req00694,None,PhD,"R, Communication, Tableau, SQL, Excel"
req00695,None,B.Sc.,"Python, Scala, Hadoop, Communication"
req00696,1 year,PhD,"R, Leadership, Scala, Excel, PowerBI"
req00697,2+,MSc,"R, Hadoop, PowerBI, Excel"
req00698,3-5 yrs,MSc,"Tableau, Python, Scala, Leadership"
req00699,2+,None,"Python, Spark, SQL"
req00700,2+,PhD,"Communication, Excel, Scala, Leadership, Hadoop"
req00701,3-5 yrs,BS,"SQL, Leadership"
req00702,None,Bachelor's,"Tableau, Scala"
req00703,2+,PhD,"Tableau, SQL, Spark"
req00704,None,BS,"Leadership, Scala, Spark, Python, SQL"
req00705,1 year,B.Sc.,"PowerBI, SQL"
req00706,at least 2,PhD,"Leadership, Hadoop, Excel, Python"
req00707,1 year,B.Sc.,"R, Scala"
req00708,None,Bachelor's,"Communication, Scala, R, Leadership, Spark"
req00709,3-5 yrs,B.Sc.,"Hadoop, SQL, Excel, PowerBI, Python"
req00710,3-5 yrs,B.Sc.,"Excel, Spark, SQL, Communication, Leadership"
req00711,at least 2,None,"SQL, Scala, Excel"
req00712,at least 2,Bachelor's,"Scala, R"
req00713,2+,None,"Python, PowerBI, Spark, Tableau, Excel"
req00714,at least 2,MSc,"Python, Hadoop"
req00715,None,Bachelor's,"Python, Excel"
req00716,3-5 yrs,MSc,"Spark, PowerBI, Excel, Scala"
req00717,at least 2,PhD,"SQL, Spark, Excel, Tableau, Communication"
req00718,2+,B.Sc.,"Leadership, Spark"
req00719,1 year,BS,"Communication, Python, R, Hadoop, SQL"
req00720,2+,PhD,"Scala, R"
req00721,2+,MSc,"Excel, Communication"
req00722,None,BS,"Leadership, Tableau, Hadoop, R"
req00723,3-5 yrs,Bachelor's,"Python, Excel, Communication"
req00724,None,B.Sc.,"Spark, Tableau, R, SQL, Scala"
req00725,3-5 yrs,BS,"Scala, Excel, Python"
req00726,at least 2,MSc,"PowerBI, Scala, Tableau"
req00727,at least 2,BS,"Leadership, SQL"
req00728,1 year,MSc,"Spark, Tableau, PowerBI, Hadoop, Leadership"
req00729,3-5 yrs,None,"Tableau, Scala, Hadoop, Python, Leadership"
req00730,at least 2,None,"Communication, R, Spark, SQL, Tableau"
req00731,at least 2,PhD,"PowerBI, Tableau, Spark, R, Communication"
req00732,2+,PhD,"Hadoop, Communication, SQL"
req00733,2+,MSc,"R, Hadoop, Scala"
req00734,None,Bachelor's,"Hadoop, Python, Excel, Scala, Tableau"
req00735,1 year,PhD,"Communication, Excel, Python, PowerBI"
req00736,None,B.Sc.,"Tableau, Python, PowerBI"
req00737,2+,MSc,"Excel, Hadoop"
req00738,1 year,BS,"Communication, SQL, Leadership"
req00739,2+,MSc,"Hadoop, R, Spark"
req00740,at least 2,Bachelor's,"Hadoop, PowerBI, Tableau"
req00741,1 year,PhD,"SQL, R, Tableau"
req00742,1 year,None,"Leadership, Communication, Tableau"
req00743,None,None,"Leadership, R, Python"
req00744,2+,None,"Spark, Python, Tableau, Hadoop"
req00745,2+,B.Sc.,"Spark, Excel, Leadership, Tableau"
req00746,at least 2,BS,"Tableau, Communication, PowerBI, Hadoop, Leadership"
req00747,3-5 yrs,PhD,"Communication, R, PowerBI"
req00748,1 year,PhD,"SQL, Hadoop, Spark, Leadership, PowerBI"
req00749,2+,PhD,"Tableau, Spark, Communication, R"
req00750,1 year,None,"Spark, R, Communication"
req00751,at least 2,B.Sc.,"Tableau, Communication, Hadoop"
req00752,None,None,"Excel, Python, Communication, Hadoop, Leadership"
req00753,3-5 yrs,PhD,"Spark, R"
req00754,at least 2,Bachelor's,"Python, Scala, Leadership, Communication, Hadoop"
req00755,3-5 yrs,MSc,"Scala, SQL, PowerBI"
req00756,2+,None,"Spark, Excel, Hadoop, SQL"
req00757,3-5 yrs,None,"PowerBI, Tableau, R, Scala"
req00758,1 year,BS,"Leadership, Python, PowerBI, Scala, Hadoop"
req00759,None,MSc,"R, Python, Communication"
req00760,None,None,"Excel, Spark, Scala"
req00761,1 year,None,"Python, Communication, SQL"
req00762,3-5 yrs,None,"Excel, Communication, Python, SQL"
req00763,at least 2,B.Sc.,"Tableau, Communication, Hadoop, R"
req00764,at least 2,PhD,"Communication, R"
req00765,3-5 yrs,B.Sc.,"Excel, SQL, Leadership"
req00766,1 year,None,"Spark, Leadership, R"
req00767,3-5 yrs,BS,"Hadoop, R, Leadership"
req00768,1 year,None,"Leadership, Communication, R, Excel"
req00769,2+,None,"PowerBI, Python"
req00770,1 year,Bachelor's,"Scala, Hadoop"
req00771,None,None,"Python, Leadership, Scala"
req00772,at least 2,BS,"Leadership, PowerBI, Hadoop, Python"
req00773,3-5 yrs,PhD,"Hadoop, Tableau, Scala"
req00774,3-5 yrs,BS,"Communication, Leadership"
req00775,None,B.Sc.,"Communication, Python, SQL"
req00776,None,None,"Scala, Communication"
req00777,2+,MSc,"Leadership, Excel, Tableau, Python, Hadoop"
req00778,1 year,Bachelor's,"Scala, R, SQL"
req00779,None,MSc,"Excel, Hadoop, Spark, R, PowerBI"
req00780,3-5 yrs,None,"Python, Hadoop, Excel"
req00781,1 year,BS,"Python, Hadoop, R, Scala, Leadership"
req00782,3-5 yrs,MSc,"Python, Excel, PowerBI, Communication, Scala"
req00783,1 year,PhD,"Scala, Communication, Leadership, Excel, Hadoop"
req00784,at least 2,MSc,"Spark, Tableau"
req00785,at least 2,None,"R, SQL, Scala"
req00786,2+,B.Sc.,"Hadoop, R, Leadership, Excel, SQL"
req00787,None,B.Sc.,"R, PowerBI"
req00788,at least 2,BS,"R, PowerBI, Python, Excel, SQL"
req00789,1 year,B.Sc.,"Hadoop, SQL, Python, PowerBI, Spark"
req00790,None,PhD,"Leadership, Scala"
req00791,None,B.Sc.,"Spark, Leadership, Communication, Tableau"
req00792,1 year,B.Sc.,"Leadership, R, Hadoop, Excel"
req00793,None,B.Sc.,"Spark, PowerBI, Tableau, Hadoop, Python"
req00794,3-5 yrs,MSc,"SQL, R, Scala, Leadership, Hadoop"
req00795,3-5 yrs,BS,"PowerBI, Scala, Hadoop, Spark"
req00796,1 year,Bachelor's,"Spark, Python, R, Hadoop"
req00797,2+,PhD,"SQL, Hadoop"
req00798,1 year,BS,"Leadership, Excel, Python"
req00799,2+,None,"Python, Leadership, Excel"
req00800,2+,BS,"Spark, R"
req00801,3-5 yrs,PhD,"Spark, Excel, PowerBI, SQL"
req00802,2+,Bachelor's,"Excel, Python, Spark, Scala, Tableau"
req00803,3-5 yrs,B.Sc.,"Scala, Communication, R, Spark, Leadership"
req00804,3-5 yrs,Bachelor's,"PowerBI, Python, R, Leadership"
req00805,3-5 yrs,PhD,"Communication, Hadoop"
req00806,None,B.Sc.,"Spark, Tableau"
req00807,None,None,"SQL, Hadoop, Communication"
req00808,3-5 yrs,B.Sc.,"Excel, Python, Tableau, Spark"
req00809,2+,None,"Spark, Tableau, Hadoop, Leadership, Excel"
req00810,None,PhD,"Tableau, Leadership"
req00811,at least 2,Bachelor's,"Spark, Excel, Leadership, Communication, R"
req00812,2+,None,"PowerBI, Excel, SQL"
req00813,1 year,BS,"R, Communication, Python"
req00814,3-5 yrs,BS,"SQL, Scala, Excel, Leadership"
req00815,at least 2,None,"Spark, R, Leadership"
req00816,1 year,Bachelor's,"SQL, Python"
req00817,1 year,B.Sc.,"Tableau, Leadership, Communication, R"
req00818,at least 2,B.Sc.,"R, Spark, Tableau, Python, PowerBI"
req00819,3-5 yrs,BS,"Leadership, Scala, PowerBI, Tableau, Hadoop"
req00820,2+,PhD,"Tableau, Spark, Python, Hadoop, Communication"
req00821,1 year,Bachelor's,"SQL, R"
req00822,None,PhD,"PowerBI, Python, SQL, Hadoop, R"
req00823,2+,MSc,"Python, Communication, Hadoop, R"
req00824,2+,Bachelor's,"SQL, Spark, Scala, Python"
req00825,3-5 yrs,MSc,"Python, Communication, Leadership"
req00826,None,PhD,"Spark, R, Leadership, Hadoop"
req00827,at least 2,Bachelor's,"Python, Excel"
req00828,2+,None,"SQL, Spark"
req00829,None,MSc,"R, Excel"
req00830,at least 2,B.Sc.,"Communication, Excel"
req00831,at least 2,None,"Tableau, SQL, Python"
req00832,1 year,B.Sc.,"PowerBI, R"
req00833,at least 2,Bachelor's,"Hadoop, R"
req00834,1 year,B.Sc.,"Hadoop, Python, PowerBI, Leadership, R"
req00835,1 year,B.Sc.,"Hadoop, PowerBI, R, Python"
req00836,at least 2,None,"Communication, Spark, Tableau"
req00837,1 year,PhD,"SQL, Leadership"
req00838,1 year,PhD,"Communication, Excel, PowerBI"
req00839,1 year,None,"Python, Excel, R, Leadership"
req00840,2+,B.Sc.,"SQL, Scala, Tableau, Communication"
req00841,1 year,PhD,"Hadoop, SQL, Scala"
req00842,2+,Bachelor's,"SQL, Communication, Spark, Tableau"
req00843,2+,Bachelor's,"Tableau, Leadership, SQL, Hadoop, PowerBI"
req00844,2+,MSc,"SQL, Python"
req00845,2+,PhD,"Tableau, Hadoop"
req00846,2+,BS,"Tableau, PowerBI"
req00847,2+,None,"Hadoop, PowerBI"
req00848,3-5 yrs,BS,"Leadership, Excel, Python"
req00849,3-5 yrs,BS,"Leadership, PowerBI, SQL"
req00850,2+,None,"R, Leadership, Hadoop, Scala, Spark"
req00851,2+,MSc,"PowerBI, Leadership, R"
req00852,at least 2,BS,"Communication, Leadership, Tableau"
req00853,3-5 yrs,B.Sc.,"Spark, Python, Tableau, Communication, SQL"
req00854,3-5 yrs,BS,"Tableau, Scala"
req00855,2+,Bachelor's,"Scala, Spark, Leadership"
req00856,at least 2,Bachelor's,"Tableau, Spark, Excel, SQL, Scala"
req00857,3-5 yrs,BS,"R, Excel, Tableau, Python, SQL"
req00858,at least 2,B.Sc.,"R, Spark, SQL, Excel, Leadership"
req00859,1 year,None,"R, Leadership, Scala, PowerBI, Hadoop"
req00860,2+,None,"Spark, R, SQL"
req00861,at least 2,MSc,"R, PowerBI, Excel, Tableau"
req00862,at least 2,Bachelor's,"Tableau, Excel, SQL, Leadership"
req00863,3-5 yrs,None,"Scala, Excel"
req00864,1 year,MSc,"Hadoop, Python, Tableau, Scala, Spark"
